Designator,Mid X,Mid Y,Rotation,Layer
S1,42.792677,-61.527355,180.0,top
S2,80.262351,-61.539632,180.0,top
S3,117.732026,-61.539632,180.0,top
SW1,318.571066,-27.163766,0.0,top
SW2,245.942941,-27.163766,0.0,top
SW3,173.314816,-27.163766,0.0,top
SW4,100.686691,-27.163766,0.0,top
SW5,28.058566,-27.163766,0.0,top
U1,63.2848,-19.1059,0.0,top
